action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,pIC50
,,24984877,[],CHEMBL5227482,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Cc2c([nH]c3ccncc23)-c2ccccc2N1,,,CHEMBL5226304,Eur J Med Chem,2021,,CHEMBL1782168,,CHEMBL1782168,,0,http://www.openphacts.org/units/Nanomolar,3906023,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,24984876,[],CHEMBL5227482,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,,,CHEMBL5226304,Eur J Med Chem,2021,,CHEMBL296586,KENPAULLONE,CHEMBL296586,,0,http://www.openphacts.org/units/Nanomolar,3906014,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,24773888,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5127377,Inhibition of GST-fused human recombinant DYRK1A expressed in Escherichia coli using GRSRSRSRSRSR peptide as substrate incubated for 30 mins in presence of ATP by scintillation counting method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,,,CHEMBL5126517,J Med Chem,2022,,CHEMBL5189966,,CHEMBL5189966,,0,http://www.openphacts.org/units/Nanomolar,3865966,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,24773889,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5127377,Inhibition of GST-fused human recombinant DYRK1A expressed in Escherichia coli using GRSRSRSRSRSR peptide as substrate incubated for 30 mins in presence of ATP by scintillation counting method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCc1ccc(NC2=N/C(=C\c3ccc(O)c(OC)c3)C(=O)N2)cc1,,,CHEMBL5126517,J Med Chem,2022,,CHEMBL5178770,,CHEMBL5178770,,0,http://www.openphacts.org/units/Nanomolar,3865967,>=,1,1,>=,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,14540640,[],CHEMBL3227388,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2[nH]c(-c3cc(O)cc(O)c3)c(-c3ccncc3)c2n1,,,CHEMBL3217515,Medchemcomm,2011,,CHEMBL3219063,,CHEMBL3219063,,0,http://www.openphacts.org/units/Nanomolar,2073732,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,14540642,[],CHEMBL3227388,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2[nH]c(-c3cccc(O)c3)c(-c3ccccn3)c2n1,,,CHEMBL3217515,Medchemcomm,2011,,CHEMBL3219065,,CHEMBL3219065,,0,http://www.openphacts.org/units/Nanomolar,2073734,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,14731212,[],CHEMBL3293381,Inhibition of human recombinant DYRK1A,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Cc2c([nH]c3c(/C=C/C(=O)c4ccccc4)cccc23)-c2cccnc2N1,,,CHEMBL3286354,Eur J Med Chem,2014,,CHEMBL3289596,,CHEMBL3289596,,0,http://www.openphacts.org/units/Nanomolar,2117332,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25064548,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5251369,Inhibition of recombinant human DYRK1A expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(-n2cc(COc3cccc4cnc(Nc5cccc(Cl)c5)nc34)nn2)c([N+](=O)[O-])c1,,,CHEMBL5247649,J Med Chem,2023,,CHEMBL4783398,,CHEMBL4783398,,0,http://www.openphacts.org/units/Nanomolar,3928687,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25064543,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5251369,Inhibition of recombinant human DYRK1A expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,,,CHEMBL5247649,J Med Chem,2023,,CHEMBL790,CHLORHEXIDINE,CHEMBL790,,0,http://www.openphacts.org/units/Nanomolar,3928682,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25064542,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5251369,Inhibition of recombinant human DYRK1A expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,,,CHEMBL5247649,J Med Chem,2023,,CHEMBL418971,BISPHENOL A,CHEMBL418971,,0,http://www.openphacts.org/units/Nanomolar,3928681,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25064540,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5251369,Inhibition of recombinant human DYRK1A expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)c1nccc2c1[nH]c1ccccc12,,,CHEMBL5247649,J Med Chem,2023,,CHEMBL1682931,,CHEMBL1682931,,0,http://www.openphacts.org/units/Nanomolar,3928679,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25064539,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5251369,Inhibition of recombinant human DYRK1A expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C(=O)NC2Nc3cccc(C)c3N2[C@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,,,CHEMBL5247649,J Med Chem,2023,,CHEMBL5272336,,CHEMBL5272336,,0,http://www.openphacts.org/units/Nanomolar,3928678,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12633860,[],CHEMBL2320633,Inhibition of recombinant GST-fused human DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,,,CHEMBL2311464,Bioorg Med Chem Lett,2013,,CHEMBL2314463,,CHEMBL2314463,,0,http://www.openphacts.org/units/Nanomolar,1844547,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12633861,[],CHEMBL2320633,Inhibition of recombinant GST-fused human DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)n1cnc2c(Nc3ncccn3)nc(Cl)nc21,,,CHEMBL2311464,Bioorg Med Chem Lett,2013,,CHEMBL2314462,,CHEMBL2314462,,0,http://www.openphacts.org/units/Nanomolar,1844546,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,15086731,[],CHEMBL3381514,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccccc4)c3c2c1,,,CHEMBL3351708,Bioorg Med Chem Lett,2014,,CHEMBL3338885,,CHEMBL3338885,,0,http://www.openphacts.org/units/Nanomolar,2243326,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,15086729,[],CHEMBL3381514,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccc(C(F)(F)F)cc4)c3c2c1,,,CHEMBL3351708,Bioorg Med Chem Lett,2014,,CHEMBL3338887,,CHEMBL3338887,,0,http://www.openphacts.org/units/Nanomolar,2243328,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,15086727,[],CHEMBL3381514,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Nc2cc(C)n[nH]c2=O)cc1,,,CHEMBL3351708,Bioorg Med Chem Lett,2014,,CHEMBL3338889,,CHEMBL3338889,,0,http://www.openphacts.org/units/Nanomolar,2245298,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,15086726,[],CHEMBL3381514,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Nc2cc(-c3ccccc3)n[nH]c2=O)cc1,,,CHEMBL3351708,Bioorg Med Chem Lett,2014,,CHEMBL3338890,,CHEMBL3338890,,0,http://www.openphacts.org/units/Nanomolar,2245299,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,15086724,[],CHEMBL3381514,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Nc2cc(-c3ccco3)n[nH]c2=O)cc1,,,CHEMBL3351708,Bioorg Med Chem Lett,2014,,CHEMBL3338892,,CHEMBL3338892,,0,http://www.openphacts.org/units/Nanomolar,2245301,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,14750898,[],CHEMBL3299298,Inhibition of DYRK1A (unknown origin) assessed as inhibition of phosphate incorporation into substrate in presence of radiolabeled ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c2c(O)cccc2c(=O)c2c3c(c4c(c21)C=CC(C)(C)O4)C=C(O)C(C)(C)O3,,,CHEMBL3297725,J Nat Prod,2014,,CHEMBL3297830,,CHEMBL3297830,,0,http://www.openphacts.org/units/Nanomolar,2119828,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,14731213,[],CHEMBL3293381,Inhibition of human recombinant DYRK1A,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1cccc2c3c([nH]c12)-c1cccnc1NC(=O)C3)Nc1ccccc1,,,CHEMBL3286354,Eur J Med Chem,2014,,CHEMBL3289600,,CHEMBL3289600,,0,http://www.openphacts.org/units/Nanomolar,2117336,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,24357335,[],CHEMBL5033652,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C2\S/C(=N/c3ccc(C)c(C)c3)NC2=O)ccc1OCc1ccc2ccccc2c1,,,CHEMBL5032523,Bioorg Med Chem Lett,2021,,CHEMBL5083646,,CHEMBL5083646,,0,http://www.openphacts.org/units/Nanomolar,3773890,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12152334,[],CHEMBL2188996,Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1cnccn1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL2177089,J Med Chem,2012,,CHEMBL2180863,,CHEMBL2180863,,0,http://www.openphacts.org/units/Nanomolar,1754188,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25787678,"[{'comments': None, 'relation': None, 'result_flag': 0, 'standard_relation': None, 'standard_text_value': 'In-vitro potency', 'standard_type': 'Selectivity Remarks', 'standard_units': None, 'standard_value': None, 'text_value': 'In-vitro potency', 'type': 'Selectivity Remarks', 'units': None, 'value': None}, {'comments': None, 'relation': None, 'result_flag': 0, 'standard_relation': None, 'standard_text_value': 'https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.2c01705', 'standard_type': 'Source Knowledge', 'standard_units': None, 'standard_value': None, 'text_value': 'https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.2c01705', 'type': 'Source Knowledge', 'units': None, 'value': None}]",CHEMBL5474524,Selectivity interaction (Radioactive assay (Reaction Biology)) EUB0001048a DYRK1A,B,,,BAO_0000190,BAO_0000357,single protein format,CN(c1ncccc1CNc1ccnc(-c2nc3c(F)c(Cl)ccc3[nH]2)n1)S(C)(=O)=O,,,CHEMBL5465560,,2024,,CHEMBL5085558,,CHEMBL5085558,,0,http://www.openphacts.org/units/Nanomolar,4018649,>,65,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12602669,[],CHEMBL3072655,Inhibition of Homo sapiens (human) recombinant GST-tagged DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ and [gamma33P]ATP as substrate after 30 min by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)n1cnc2c(Nc3cccc(-c4ncccn4)c3)nc(Cl)nc21,,,CHEMBL3045291,Med Chem Res,2013,,CHEMBL2295959,,CHEMBL2295959,,0,http://www.openphacts.org/units/Nanomolar,1835824,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25623780,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1ccc2cc(/C=C3\N=C(NC4CCCCCC4)NC3=O)ccc21,,,CHEMBL5360622,J Med Chem,2023,,CHEMBL5432403,,CHEMBL5432403,,0,http://www.openphacts.org/units/Nanomolar,3991350,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25623779,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(NC2CCCCCC2)=N/C1=C\c1ccc2[nH]ccc2c1,,,CHEMBL5360622,J Med Chem,2023,,CHEMBL5395634,,CHEMBL5395634,,0,http://www.openphacts.org/units/Nanomolar,3991349,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421550,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1[nH]nc(-c2ccc(F)cc2)c1/N=N/c1ccccc1,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234218,,CHEMBL2234218,,0,http://www.openphacts.org/units/Nanomolar,1793425,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421551,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NN=C(c2ccc(Br)cc2)/C(=N/Nc2ccccc2)C1=O,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234217,,CHEMBL2234217,,0,http://www.openphacts.org/units/Nanomolar,1793424,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421552,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NN=C(c2ccccc2)/C(=N/Nc2ccccc2)C1=O,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234216,,CHEMBL2234216,,0,http://www.openphacts.org/units/Nanomolar,1793423,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25623775,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cnc2cc(/C=C3\N=C(NC4CCCCCC4)NC3=O)ccc21,,,CHEMBL5360622,J Med Chem,2023,,CHEMBL5415023,,CHEMBL5415023,,0,http://www.openphacts.org/units/Nanomolar,3991345,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421553,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccc(Cl)cc1,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234215,,CHEMBL2234215,,0,http://www.openphacts.org/units/Nanomolar,1793422,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421554,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccccc1,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234214,,CHEMBL2234214,,0,http://www.openphacts.org/units/Nanomolar,1793421,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543289,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CC)Cc1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3787584,,CHEMBL3787584,,0,http://www.openphacts.org/units/Nanomolar,2769524,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543290,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)cn1,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3786536,,CHEMBL3786536,,0,http://www.openphacts.org/units/Nanomolar,2769525,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543288,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1cccc(CN2CCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3787061,,CHEMBL3787061,,0,http://www.openphacts.org/units/Nanomolar,2769523,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543287,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1cccc(CN2CCCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3786745,,CHEMBL3786745,,0,http://www.openphacts.org/units/Nanomolar,2769522,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25623765,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1ccc2cc(/C=C3\N=C(NC4CCCCC4)NC3=O)ccc21,,,CHEMBL5360622,J Med Chem,2023,,CHEMBL5440448,,CHEMBL5440448,,0,http://www.openphacts.org/units/Nanomolar,3991335,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25623764,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(NC2CCCCC2)=N/C1=C\c1ccc2[nH]ccc2c1,,,CHEMBL5360622,J Med Chem,2023,,CHEMBL5419749,,CHEMBL5419749,,0,http://www.openphacts.org/units/Nanomolar,3991334,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
